epoch,train_loss,train_precision,train_recall,train_f1,train_accuracy,val_loss,val_precision,val_recall,val_f1,val_accuracy,optimal_threshold,learning_rate,epoch_time
0,0.07686519635412518,0.224,0.016931216931216932,0.031482782853127195,0.7916553287981859,0.03505846271681996,0.0,0.0,0.0,0.9609008013263333,0.5,0.000723606797749979,81.84096026420593
1,0.04943992231920275,0.0,0.0,0.0,0.8,0.02559234095001326,0.0,0.0,0.0,0.9609008013263333,0.5,0.0005236067977499791,81.02459621429443
2,0.04887019323880426,0.0,0.0,0.0,0.8,0.029155268023411434,0.0,0.0,0.0,0.9609008013263333,0.5,0.0002763932022500211,80.84357237815857
3,0.04832542480944117,0.35555555555555557,0.0072562358276643995,0.014222222222222223,0.7988208616780046,0.031964435433315126,0.05084745762711865,0.02120141342756184,0.029925187032418952,0.9462558717877867,0.3500000000000001,7.639320225002106e-05,80.21715641021729
4,0.04791680785937224,0.2564487511942132,0.2840513983371126,0.26954525892985226,0.6920937263794407,0.029402430874457947,0.03974503187101612,0.5618374558303887,0.07423835648418349,0.4521276595744681,0.30000000000000004,0.0008,79.98109149932861
5,0.0494095273712214,0.2228502220427937,0.33378684807256237,0.26726381407734673,0.6339531368102796,0.031271778289680974,0.03878091872791519,0.7756183745583038,0.07386841662460036,0.23956894169660128,0.30000000000000004,0.0007804226065180615,79.89193487167358
6,0.04859364734029459,0.20817583648327034,0.8991685563114135,0.33807940432546113,0.29581254724111866,0.020159165265971987,0.04178939617083947,0.4010600706713781,0.0756918972990997,0.6170212765957447,0.25000000000000006,0.000723606797749979,79.86418557167053
7,0.04845713337115958,0.2392502756339581,0.328042328042328,0.2766974816703857,0.6569916855631142,0.02894174201500337,0.03914893617021276,0.4876325088339223,0.07247899159663866,0.5120198949986184,0.30000000000000004,0.0006351141009169893,80.00113081932068
8,0.048392125630545894,0.23944409081264587,0.3411942554799698,0.28140390249984415,0.6514890400604686,0.022757067885784386,0.05058823529411765,0.07597173144876325,0.06073446327683616,0.9081237911025145,0.30000000000000004,0.0005236067977499791,80.13313913345337
9,0.04810300873992406,0.244173140954495,0.3325774754346183,0.2816,0.6606198034769464,0.026478611763410483,0.041849651252906225,0.2862190812720848,0.07302231237322515,0.715874550980934,0.30000000000000004,0.0004,79.91555261611938
